epoch,accuracy,auc,loss,lr,prc,precision,recall,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall
0,0.8485066294670105,0.5367194414138794,1.481677770614624,1e-04,0.9890441298484802,0.9881315231323242,0.8569086194038391,0.8499460220336914,0.7125958800315857,0.9363418221473694,0.9936113357543945,0.9878202676773071,0.8583941459655762
1,0.8877294063568115,0.6687877178192139,1.3638370037078857,1e-04,0.9936055541038513,0.9894376993179321,0.8958921432495117,0.9622166156768799,0.7271710634231567,0.7409316301345825,0.9939882159233093,0.9863418340682983,0.9751824736595154
2,0.9520511031150818,0.714267373085022,1.4676727056503296,1e-04,0.994441568851471,0.9889533519744873,0.9622005820274353,0.9525008797645569,0.7612857818603516,0.6701440215110779,0.9950157403945923,0.9862043261528015,0.9653284549713135
3,0.9327096343040466,0.74428391456604,1.390873670578003,1e-04,0.9953016638755798,0.9892874360084534,0.9420711994171143,0.9327096343040466,0.7754865884780884,0.6592881679534912,0.9956373572349548,0.9866564869880676,0.9445255398750305
4,0.9098596572875977,0.7439996600151062,1.344550609588623,1e-04,0.9956720471382141,0.9899813532829285,0.9180253148078918,0.9381072521209717,0.7833333015441895,0.643702507019043,0.995884358882904,0.9867323637008667,0.949999988079071
5,0.9124684929847717,0.765076756477356,1.3032395839691162,1e-04,0.9960712194442749,0.9902979135513306,0.9203934669494629,0.9417056441307068,0.7838994860649109,0.6138758659362793,0.9959405660629272,0.9864150881767273,0.9540145993232727
6,0.9153472185134888,0.7820447683334351,1.2950313091278076,1e-04,0.996521532535553,0.9898496866226196,0.9237635731697083,0.9417056441307068,0.8015955686569214,0.5963809490203857,0.9963088035583496,0.9867824912071228,0.953649640083313
7,0.9129183292388916,0.7892435789108276,1.2821879386901855,1e-04,0.9965585470199585,0.9906871914863586,0.9204845428466797,0.9377474188804626,0.8075612783432007,0.5857608318328857,0.9963962435722351,0.9870967864990234,0.9492700695991516
8,0.9032925367355347,0.8011808395385742,1.2224376201629639,1e-04,0.9966623187065125,0.9923443794250488,0.9090991616249084,0.9438647031784058,0.8036355972290039,0.5680271983146667,0.9963266849517822,0.9871794581413269,0.9554744362831116
9,0.9130982160568237,0.8017436265945435,1.2525255680084229,1e-04,0.9966284036636353,0.9919426441192627,0.9194826483726501,0.9525008797645569,0.7993823289871216,0.5395333170890808,0.9962133169174194,0.9865671396255493,0.9649634957313538
10,0.9048218727111816,0.8016222715377808,1.2401580810546875,1e-04,0.9968527555465698,0.9916741251945496,0.9112851619720459,0.9348686337471008,0.7942167520523071,0.5509628653526306,0.9960052371025085,0.9866869449615479,0.9467153549194336
11,0.8988844752311707,0.8188718557357788,1.1797658205032349,1e-04,0.9971226453781128,0.9920119643211365,0.9049093723297119,0.9539402723312378,0.7899821996688843,0.5230607390403748,0.9960366487503052,0.9865871667861938,0.9664233326911926
12,0.9175962805747986,0.8087639808654785,1.245044231414795,1e-04,0.996755838394165,0.9924635291099548,0.9235813617706299,0.9312702417373657,0.7818078994750977,0.5371093153953552,0.9958310127258301,0.9873805046081543,0.9423357844352722
13,0.8944764137268066,0.8555899262428284,1.0560877323150635,1e-04,0.9978304505348206,0.993358850479126,0.8991711735725403,0.9337891340255737,0.7719024419784546,0.5223272442817688,0.9956441521644592,0.9863013625144958,0.9459853768348694
14,0.8977150321006775,0.8480586409568787,1.091007113456726,1e-04,0.9976867437362671,0.9924939870834351,0.90326988697052,0.9057214856147766,0.7795246839523315,0.5573663115501404,0.9958398938179016,0.9877952933311462,0.9156934022903442
15,0.8956459164619446,0.8364166021347046,1.12295663356781,1e-04,0.9975118041038513,0.9927732348442078,0.900901734828949,0.9237135648727417,0.7832537889480591,0.5199899673461914,0.9957484602928162,0.9872783422470093,0.9346715211868286
16,0.8908780217170715,0.8565649390220642,1.051526665687561,1e-04,0.9978310465812683,0.9933319687843323,0.8955278396606445,0.9496221542358398,0.7701104283332825,0.4774797260761261,0.9957807660102844,0.9865269660949707,0.962043821811676
17,0.9136379957199097,0.8522148728370667,1.134337067604065,1e-04,0.9978162050247192,0.9921407103538513,0.9198469519615173,0.9359481930732727,0.7734138369560242,0.48855459690093994,0.9958104491233826,0.9867021441459656,0.9478102326393127
18,0.9012234807014465,0.8465757369995117,1.0935240983963013,1e-04,0.9977017641067505,0.9929162859916687,0.906457781791687,0.9193954467773438,0.756662905216217,0.5035867691040039,0.9954409599304199,0.9860896468162537,0.9313868880271912
19,0.8957358598709106,0.8615608811378479,1.0388484001159668,1e-04,0.9979472160339355,0.9933681488037109,0.9004462957382202,0.9463835954666138,0.7744011282920837,0.46152347326278687,0.995649516582489,0.986116349697113,0.9591240882873535
20,0.8960057497024536,0.8481759428977966,1.091431975364685,1e-04,0.9975781440734863,0.9923809766769409,0.9016304016113281,0.9417056441307068,0.7797959446907043,0.4622434079647064,0.9958387613296509,0.9864150881767273,0.9540145993232727
21,0.9085102677345276,0.8617722988128662,1.0620317459106445,1e-04,0.9977560043334961,0.9927780032157898,0.9140176773071289,0.9445843696594238,0.7510107159614563,0.45161548256874084,0.995234489440918,0.9857250452041626,0.9576642513275146
