epoch,accuracy,auc,loss,lr,prc,precision,recall,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall
24,0.8959866166114807,0.9694678783416748,1.140905499458313,1e-04,0.9967848062515259,0.9905346632003784,0.8953308463096619,0.932464063167572,0.975522518157959,0.9483399987220764,0.9974053502082825,0.9869130253791809,0.9385066032409668
25,0.8953177332878113,0.9717563390731812,1.1024338006973267,1e-04,0.9971858263015747,0.9913192987442017,0.8938745856285095,0.9398194551467896,0.9787405729293823,0.9214518666267395,0.9977951645851135,0.9885145425796509,0.9450951814651489
26,0.9068561792373657,0.9686107635498047,1.1163129806518555,1e-04,0.9962714910507202,0.9912428855895996,0.9066169261932373,0.8869943022727966,0.9763280153274536,0.9985947608947754,0.997469425201416,0.9929983615875244,0.8825036883354187
27,0.9005016684532166,0.973490297794342,1.055890440940857,1e-04,0.9973220825195312,0.991176187992096,0.8996996283531189,0.9297893643379211,0.978692352771759,0.894550085067749,0.9977930188179016,0.9883810877799988,0.9341142177581787
28,0.9037625193595886,0.9737417697906494,1.0343129634857178,1e-04,0.9972487092018127,0.991112470626831,0.9033403396606445,0.9364761114120483,0.9767676591873169,0.8656094670295715,0.9975643157958984,0.9877206683158875,0.9421669244766235
29,0.9080267548561096,0.9735498428344727,1.018985629081726,1e-04,0.9972258806228638,0.9914504289627075,0.9077091217041016,0.9277833700180054,0.9750328063964844,0.8611239790916443,0.997281551361084,0.9887334704399109,0.931551992893219
30,0.9069398045539856,0.9712926149368286,1.0167921781539917,1e-04,0.9970837831497192,0.9904629588127136,0.9074360728263855,0.9197592735290527,0.9777448773384094,0.8624687790870667,0.9976423382759094,0.9886274337768555,0.9227672219276428
31,0.9079431295394897,0.9732521176338196,0.9848915934562683,1e-04,0.997172474861145,0.9913519024848938,0.9077091217041016,0.9307923913002014,0.9734973311424255,0.8225255012512207,0.996981680393219,0.9868877530097961,0.9366764426231384
32,0.909699022769928,0.9712921380996704,0.982460081577301,1e-04,0.9970127940177917,0.991369903087616,0.909620463848114,0.938147783279419,0.9769774675369263,0.7862728834152222,0.9975876212120056,0.9873708486557007,0.9443631172180176
33,0.9064381122589111,0.9735496044158936,0.9469534158706665,1e-04,0.9972575902938843,0.9907499551773071,0.9066169261932373,0.9475091695785522,0.9757747054100037,0.7691933512687683,0.997326135635376,0.9875047206878662,0.9546120166778564
34,0.9051003456115723,0.9738932251930237,0.9281745553016663,1e-04,0.9974086284637451,0.9909308552742004,0.9049786329269409,0.9378134608268738,0.9742364287376404,0.7636012434959412,0.9971190094947815,0.986993134021759,0.9443631172180176
35,0.9156354665756226,0.9717491865158081,0.9325568675994873,1e-04,0.9970187544822693,0.9909466505050659,0.9165377020835876,0.9438315033912659,0.9721638560295105,0.7443874478340149,0.9968090057373047,0.9878234267234802,0.9502196311950684
