epoch,accuracy,auc,loss,lr,prc,precision,recall,val_accuracy,val_auc,val_loss,val_prc,val_precision,val_recall
0,0.5739966630935669,0.8111411929130554,1.259375810623169,1e-04,0.9746899008750916,0.9756215810775757,0.5500136613845825,0.8161150217056274,0.9289565086364746,1.0947315692901611,0.9915661215782166,0.9823165535926819,0.8133235573768616
1,0.8062708973884583,0.9159230589866638,1.0583093166351318,1e-04,0.9906725883483887,0.9822024703025818,0.8036770820617676,0.870611846446991,0.9538072347640991,0.9433842897415161,0.9949119687080383,0.9847044348716736,0.8718886971473694
2,0.8462374806404114,0.9349571466445923,0.9959012269973755,1e-04,0.9930406808853149,0.98484206199646,0.8456357717514038,0.8809762597084045,0.9627148509025574,0.892333984375,0.996058464050293,0.9864864945411682,0.8817716240882874
3,0.849916398525238,0.9437671899795532,0.9589192271232605,1e-04,0.9941774606704712,0.9861434102058411,0.8485482931137085,0.8933467268943787,0.965036153793335,0.8538931608200073,0.9963138699531555,0.9866881966590881,0.8953148126602173
4,0.8628762364387512,0.9459102749824524,0.9419538378715515,1e-04,0.9942902326583862,0.9858613014221191,0.8631109595298767,0.9023737907409668,0.9676598906517029,0.8211480379104614,0.9966202974319458,0.9876099228858948,0.9044656157493591
5,0.871822714805603,0.9530929923057556,0.909963071346283,1e-04,0.9950851798057556,0.987018346786499,0.8719395399093628,0.9080575108528137,0.9703126549720764,0.7996992468833923,0.9969152212142944,0.9876935482025146,0.9106881618499756
6,0.8756688833236694,0.9549797773361206,0.8942197561264038,1e-04,0.9953108429908752,0.9877798557281494,0.8754892349243164,0.9030424356460571,0.9725913405418396,0.7903375625610352,0.9971688985824585,0.9887910485267639,0.9040995836257935
7,0.8717391490936279,0.9595881104469299,0.8662893176078796,1e-04,0.9959931373596191,0.988426148891449,0.8705742955207825,0.9190906286239624,0.9719730615615845,0.7492931485176086,0.9970498085021973,0.989771842956543,0.9209370613098145
8,0.8830267786979675,0.9646300077438354,0.8387352228164673,1e-04,0.9965060949325562,0.9893833994865417,0.882133424282074,0.9391508102416992,0.9699684381484985,0.705489993095398,0.9966909885406494,0.984422504901886,0.94838947057724
9,0.895652174949646,0.965417206287384,0.8279951810836792,1e-04,0.9964863061904907,0.9889547228813171,0.8964230418205261,0.91206955909729,0.9737722873687744,0.7326506972312927,0.9972800612449646,0.9889109134674072,0.9139824509620667
10,0.8877926468849182,0.9621710181236267,0.8311939239501953,1e-04,0.9960585832595825,0.9887503981590271,0.8879584670066833,0.9130725264549255,0.972683310508728,0.7163337469100952,0.9971061944961548,0.9881516695022583,0.915812611579895
11,0.894565224647522,0.9646807909011841,0.8113743662834167,1e-04,0.9962694644927979,0.9901229739189148,0.8941476345062256,0.9117351770401001,0.9751019477844238,0.7011605501174927,0.9974544048309326,0.9877470135688782,0.914714515209198
12,0.8968227505683899,0.9694477319717407,0.782399594783783,1e-04,0.9969652891159058,0.9895592927932739,0.8971511721611023,0.9254429936408997,0.9723490476608276,0.6757984757423401,0.9970475435256958,0.9868063926696777,0.9308199286460876
13,0.9002508521080017,0.9696518182754517,0.7736873030662537,1e-04,0.9969239234924316,0.9901902079582214,0.900336742401123,0.9327983856201172,0.9718939661979675,0.6621271967887878,0.9970318078994751,0.9857965707778931,0.9399707317352295
14,0.9050167202949524,0.9726811051368713,0.7512456178665161,1e-04,0.9973170757293701,0.9905387759208679,0.905251681804657,0.9455031752586365,0.9711399674415588,0.6341854929924011,0.9968856573104858,0.9848999381065369,0.9549780488014221
15,0.9041805863380432,0.9704119563102722,0.7532981038093567,1e-04,0.9970652461051941,0.9903338551521301,0.9045235514640808,0.9461718201637268,0.9753960371017456,0.6286544799804688,0.9974439144134521,0.9856441020965576,0.9549780488014221
16,0.9117056727409363,0.9732458591461182,0.7309998273849487,1e-04,0.9973291158676147,0.9918771386146545,0.9113497734069824,0.9194249510765076,0.9774112701416016,0.65168696641922,0.9976638555526733,0.9897758364677429,0.9213030934333801
17,0.9105350971221924,0.972863495349884,0.7248334288597107,1e-04,0.9971638321876526,0.9914758801460266,0.9104396104812622,0.9338014125823975,0.9741226434707642,0.6183688044548035,0.9972280263900757,0.9865591526031494,0.9403367638587952
18,0.9084448218345642,0.9714378118515015,0.7240620851516724,1e-04,0.9970295429229736,0.9911618828773499,0.9084372520446777,0.9404881596565247,0.9743253588676453,0.6008827686309814,0.9972109794616699,0.9870327711105347,0.947291374206543
19,0.9149665832519531,0.9768020510673523,0.6888289451599121,1e-04,0.9977236986160278,0.991714358329773,0.9150814414024353,0.92611163854599,0.9762468338012695,0.6085537672042847,0.9975225329399109,0.9879518151283264,0.930453896522522
20,0.9151337742805481,0.9741449356079102,0.6961003541946411,1e-04,0.9974393844604492,0.9907480478286743,0.9161736369132996,0.9307923913002014,0.9715179800987244,0.5935010313987732,0.996618390083313,0.9868877530097961,0.9366764426231384
21,0.9092809557914734,0.9734078645706177,0.6907464265823364,1e-04,0.9973313808441162,0.9914631843566895,0.9090743660926819,0.9317953586578369,0.9758304953575134,0.5881799459457397,0.9973562359809875,0.9884080290794373,0.9363104104995728
